"indulo_keszlet","cikkszam","megnevezes","szin","osztaly","meret"
6,15655,"F.Pulóver","barna",1,"S"
8,15655,"F.Pulóver","barna",1,"XL"
14,15655,"F.Pulóver","k.kék",1,"2XL"
7,15655,"F.Pulóver","k.kék",1,"3XL"
15,15655,"F.Pulóver","k.kék",1,"L"
16,15655,"F.Pulóver","k.kék",1,"M"
19,15655,"F.Pulóver","k.kék",1,"S"
20,15655,"F.Pulóver","k.kék",1,"XL"
2,15655,"F.Pulóver","mogyoró",1,"XL"
5,15655,"F.Pulóver","narancs",1,"XL"
5,15655,"F.Pulóver","s.barna",1,"3XL"
1,15655,"F.Pulóver","szürke",1,"2XL"
20,15655,"F.Pulóver","v.kék",1,"2XL"
10,15655,"F.Pulóver","v.kék",1,"3XL"
20,15655,"F.Pulóver","v.kék",1,"L"
26,15655,"F.Pulóver","v.kék",1,"M"
12,15655,"F.Pulóver","v.kék",1,"S"
28,15655,"F.Pulóver","v.kék",1,"XL"
1,15655,"F.Pulóver","zöld",1,"3XL"
1,15655,"F.Pulóver","zöld",1,"L"
1,15655,"F.Pulóver","zöld",1,"M"
3,15655,"F.Pulóver","zöld",1,"S"
6,15655,"F.Pulóver","zöld",1,"XL"
1,15655,"Pulóver","barna",2,"L"
1,15655,"Pulóver","f.kék",2,"M"
1,15655,"Pulóver","k.kék (farmer)",1,"L"
2,15655,"Pulóver","k.kék (farmer)",1,"M"
2,15655,"Pulóver","k.kék (farmer)",1,"S"
2,15655,"Pulóver","k.kék (farmer)",1,"XL"
1,15655,"Pulóver","narancs",2,"L"
1,15655,"Pulóver","s.zöld",1,"L"
1,15655,"Pulóver","s.zöld",1,"M"
1,15655,"Pulóver","s.zöld",1,"S"
1,15655,"Pulóver","s.zöld",1,"XL"
2,15657,"Póló","beige",1,"3XL"
2,15657,"Póló","beige",1,"4XL"
2,15657,"Póló","beige",1,"5XL"
5,15657,"Póló","beige",1,"L"
2,15657,"Póló","beige",1,"M"
2,15657,"Póló","beige",1,"S"
8,15657,"Póló","beige",1,"XL"
9,15657,"Póló","fehér",1,"2XL"
10,15657,"Póló","fehér",1,"L"
8,15657,"Póló","fehér",1,"M"
9,15657,"Póló","fehér",1,"XL"
2,15657,"Póló","k.kék",1,"3XL"
5,15657,"Póló","kék/piros-fehér-szürke",1,"4XL"
4,15657,"Póló","kék/piros-fehér",1,"M"
3,15657,"Póló","kék/szürke-piros-fehér",1,"5XL"
4,15657,"Póló","kék/szürke-piros-fehér",1,"S"
3,15657,"Póló","kék/szürke",1,"M"
1,15657,"Póló","kék",1,"2XL"
1,15657,"Póló","narancs",1,"2XL"
1,15657,"Póló","piros",1,"2XL"
11,15657,"Póló","s.kék",1,"2XL"
14,15657,"Póló","s.kék",1,"3XL"
1,15657,"Póló","s.kék",1,"4XL"
2,15657,"Póló","s.kék",1,"5XL"
13,15657,"Póló","s.kék",1,"L"
15,15657,"Póló","s.kék",1,"M"
3,15657,"Póló","s.kék",1,"S"
3,15657,"Póló","s.kék",1,"XL"
2,15657,"Póló","s.kék",2,"2XL"
2,15657,"Póló","s.kék",2,"XL"
3,15657,"Póló","szürke csíkos",1,"2XL"
3,15657,"Póló","szürke csíkos",1,"M"
2,15657,"Póló","szürke csíkos",1,"XL"
2,15657,"Póló","szürke/zöld",1,"L"
3,15657,"Póló","szürke/zöld",1,"M"
1,15657,"Póló","szürke/zöld",2,"L"
2,15657,"Póló","szürke",1,"2XL"
2,15657,"Póló","szürke",1,"L"
2,15657,"Póló","szürke",1,"M"
6,15657,"Póló","zöld/szürke",1,"2XL"
6,15657,"Póló","zöld/szürke",1,"XL"
1,15657,"Póló","zöld",1,"2XL"
1,15657,"Póló","zöld",1,"3XL"
5,15659,"Póló","s.kék/k.kék-fehér",1,"M"
9,15672,"F.Pulóver","f.kék",1,"2XL"
9,15672,"F.Pulóver","f.kék",1,"3XL"
9,15672,"F.Pulóver","f.kék",1,"L"
4,15672,"F.Pulóver","f.kék",1,"M"
8,15672,"F.Pulóver","f.kék",1,"XL"
10,15672,"F.Pulóver","narancs",1,"3XL"
10,15672,"F.Pulóver","narancs",1,"L"
5,15672,"F.Pulóver","narancs",1,"M"
7,15672,"F.Pulóver","piros",1,"2XL"
7,15672,"F.Pulóver","piros",1,"3XL"
9,15672,"F.Pulóver","piros",1,"L"
4,15672,"F.Pulóver","piros",1,"M"
9,15672,"F.Pulóver","piros",1,"XL"
10,15672,"F.Pulóver","s.barna",1,"2XL"
12,15672,"F.Pulóver","s.barna",1,"3XL"
10,15672,"F.Pulóver","s.barna",1,"L"
5,15672,"F.Pulóver","s.barna",1,"M"
10,15672,"F.Pulóver","s.barna",1,"XL"
19,15672,"F.Pulóver","s.kék",1,"2XL"
9,15672,"F.Pulóver","s.kék",1,"L"
10,15672,"F.Pulóver","s.kék",1,"M"
20,15672,"F.Pulóver","s.kék",1,"XL"
17,15672,"F.Pulóver","v.barna",1,"2XL"
13,15672,"F.Pulóver","v.barna",1,"3XL"
10,15672,"F.Pulóver","v.barna",1,"L"
5,15672,"F.Pulóver","v.barna",1,"M"
13,15672,"F.Pulóver","v.barna",1,"XL"
12,15672,"F.Pulóver","v.kék",1,"2XL"
6,15672,"F.Pulóver","v.kék",1,"3XL"
8,15672,"F.Pulóver","v.kék",1,"L"
1,15673,"F.Pulóver","f.kék",1,"XL"
9,15673,"F.Pulóver","kék",1,"2XL"
10,15673,"F.Pulóver","kék",1,"3XL"
8,15673,"F.Pulóver","kék",1,"XL"
10,15673,"F.Pulóver","s.barna",1,"2XL"
8,15673,"F.Pulóver","s.barna",1,"3XL"
9,15673,"F.Pulóver","s.barna",1,"L"
5,15673,"F.Pulóver","s.barna",1,"M"
10,15673,"F.Pulóver","s.barna",1,"XL"
20,15673,"F.Pulóver","s.kék",1,"3XL"
13,15673,"F.Pulóver","s.kék",1,"L"
3,15673,"F.Pulóver","s.kék",1,"M"
19,15673,"F.Pulóver","s.kék",1,"XL"
9,15673,"F.Pulóver","sárga",1,"2XL"
9,15673,"F.Pulóver","sárga",1,"3XL"
10,15673,"F.Pulóver","sárga",1,"XL"
3,15673,"F.Pulóver","v.barna",1,"2XL"
5,15673,"F.Pulóver","v.barna",1,"3XL"
7,15673,"F.Pulóver","v.barna",1,"XL"
2,15673,"F.Pulóver","v.kék",1,"2XL"
9,15673,"F.Pulóver","v.kék",1,"3XL"
5,15675,"N.Póló","lazac",1,"2XL"
3,15675,"N.Póló","lazac",1,"L"
3,15675,"N.Póló","lazac",1,"M"
5,15675,"N.Póló","mustár",1,"2XL"
3,15675,"N.Póló","mustár",1,"M"
4,15675,"N.Póló","mustár",1,"XL"
1,15675,"N.Póló","sárga",1,"2XL"
6,15675,"N.Póló","zöld",1,"2XL"
5,15675,"N.Póló","zöld",1,"L"
12,15675,"N.Póló","zöld",1,"S"
5,15675,"N.Póló","zöld",1,"XL"
3,15675,"Póló","rózsa",1,"3XL"
5,15675,"Póló","rózsa",1,"S"
5,15675,"Póló","rózsa",1,"XL"
4,15675,"Póló","sárga",1,"3XL"
4,15675,"Póló","sárga",1,"L"
7,15675,"Póló","zöld",1,"3XL"
7,15675,"Póló","zöld",1,"M"
6,15675,"Top","rózsa",1,"2XL"
6,15675,"Top","rózsa",1,"3XL"
5,15675,"Top","rózsa",1,"L"
5,15675,"Top","rózsa",1,"M"
5,15675,"Top","rózsa",1,"S"
6,15675,"Top","rózsa",1,"XL"
2,15675,"Top","sárga",1,"2XL"
3,15675,"Top","sárga",1,"3XL"
3,15675,"Top","sárga",1,"M"
3,15675,"Top","sárga",1,"S"
4,15675,"Top","sárga",1,"XL"
8,15677,"N.Ruha","zöld",1,"L"
1,15677,"N.Ruha","zöld",1,"S"
6,15677,"N.Ruha","zöld",1,"XL"
7,15677,"Ruha","narancs",1,"L"
7,15677,"Ruha","narancs",1,"M"
8,15677,"Ruha","narancs",1,"S"
10,15677,"Ruha","narancs",1,"XL"
8,15677,"Ruha","zöld",1,"M"
5,15677,"Ruha","zöld",1,"S"
3,15678,"Póló","fehér",1,"M"
2,15678,"Póló","fehér",1,"XL"
1,15678,"Póló","kockás",1,"M"
1,15678,"Póló","v.kék",1,"XL"
2,15678,"Top","fehér",1,"L"
2,15678,"Top","fehér",1,"S"
2,15678,"Top","fehér",1,"XL"
1,15678,"Top","narancs",1,"M"
1,15678,"Top","narancs",1,"S"
1,15678,"Top","narancs",1,"XL"
2,15678,"Top","piros",1,"L"
2,15678,"Top","piros",1,"S"
1,15678,"Top","piros",1,"XL"
2,15678,"Top","s.barna csíkos",1,"2XL"
2,15678,"Top","s.barna csíkos",1,"M"
2,15678,"Top","s.barna csíkos",1,"S"
1,15678,"Top","s.barna csíkos",1,"XL"
2,15678,"Top","v.barna síkos",1,"2XL"
1,15678,"Top","v.barna síkos",1,"M"
2,15678,"Top","v.barna síkos",1,"S"
2,15678,"Top","v.barna síkos",1,"XL"
2,15678,"Top","v.kék",1,"M"
1,15678,"Top","v.kék",1,"S"
1,15678,"Top","v.kék",1,"XL"
1,15678,"Top","zöld",1,"L"
1,15678,"Top","zöld",1,"M"
1,15678,"Top","zöld",1,"XL"
6,15680,"F.Pulóver","s.kék",1,"2XL"
5,15680,"F.Pulóver","s.kék",1,"3XL"
12,15680,"F.Pulóver","s.kék",1,"L"
11,15680,"F.Pulóver","s.kék",1,"M"
1,15680,"F.Pulóver","s.kék",1,"S"
10,15680,"F.Pulóver","s.kék",1,"XL"
3,15680,"F.Pulóver","szürke",1,"2XL"
3,15680,"F.Pulóver","szürke",1,"M"
2,15680,"F.Pulóver","v.kék",1,"S"
16,15680,"Pulóver SF","s.kék (antra)",1,"2XL"
17,15680,"Pulóver SF","s.kék (antra)",1,"3XL"
2,15680,"Pulóver SF","s.kék (antra)",1,"L"
2,15680,"Pulóver SF","s.kék (antra)",1,"M"
2,15680,"Pulóver SF","s.kék (antra)",1,"S"
7,15680,"Pulóver SF","s.kék (antra)",1,"XL"
2,15680,"Pulóver SF","s.szürke",1,"2XL"
3,15680,"Pulóver SF","s.szürke",1,"3XL"
5,15680,"Pulóver SF","s.szürke",1,"L"
2,15680,"Pulóver SF","s.szürke",1,"M"
5,15680,"Pulóver SF","s.szürke",1,"S"
5,15680,"Pulóver SF","s.szürke",1,"XL"
2,15680,"Pulóver SF","v.kék",1,"2XL"
1,15680,"Pulóver SF","v.kék",1,"L"
1,15680,"Pulóver SF","v.kék",1,"M"
2,15680,"Pulóver SF","v.kék",1,"XL"
1,15680,"Pulóver","s.kék",2,"S"
3,15681,"F.Pulóver","kék",1,"2XL"
1,15681,"F.Pulóver","kék",1,"3XL"
1,15681,"F.Pulóver","kék",1,"L"
1,15681,"F.Pulóver","kék",1,"M"
1,15681,"F.Pulóver","kék",1,"S"
1,15681,"F.Pulóver","s.kék",1,"2XL"
20,15681,"F.Pulóver","s.kék",1,"3XL"
26,15681,"F.Pulóver","s.kék",1,"L"
7,15681,"F.Pulóver","s.kék",1,"M"
12,15681,"F.Pulóver","s.kék",1,"XL"
7,15681,"F.Pulóver","szürke",1,"2XL"
8,15681,"F.Pulóver","szürke",1,"3XL"
5,15681,"F.Pulóver","szürke",1,"L"
7,15681,"F.Pulóver","szürke",1,"M"
6,15681,"F.Pulóver","szürke",1,"S"
5,15681,"F.Pulóver","szürke",1,"XL"
1,15681,"F.Pulóver","v.kék",1,"2XL"
1,15681,"F.Pulóver","v.kék",1,"3XL"
1,15681,"F.Pulóver","v.kék",1,"S"
3,15681,"F.Pulóver","v.kék",1,"XL"
2,15681,"Pulóver SF","s.kék",1,"2XL"
2,15681,"Pulóver SF","s.kék",1,"3XL"
2,15681,"Pulóver SF","s.kék",1,"L"
8,15683,"Ruha","barna/narancs",1,"2XL"
18,15683,"Ruha","barna/narancs",1,"M"
8,15683,"Ruha","barna/narancs",1,"S"
17,15683,"Ruha","barna/narancs",1,"XL"
10,15683,"Ruha","kék/bordó",1,"2XL"
18,15683,"Ruha","kék/bordó",1,"L"
15,15683,"Ruha","kék/bordó",1,"M"
8,15683,"Ruha","kék/bordó",1,"S"
18,15683,"Ruha","kék/bordó",1,"XL"
7,15683,"Ruha","szürke/kék",1,"2XL"
10,15683,"Ruha","szürke/kék",1,"L"
7,15683,"Ruha","szürke/kék",1,"M"
7,15683,"Ruha","szürke/kék",1,"S"
8,15683,"Ruha","szürke/kék",1,"XL"
1,15683,"Ruha","szürke/kék",2,"XL"
9,15685,"N.Pulóver","bordó",1,"2XL"
10,15685,"N.Pulóver","bordó",1,"L"
7,15685,"N.Pulóver","bordó",1,"M"
10,15685,"N.Pulóver","bordó",1,"S"
12,15685,"N.Pulóver","bordó",1,"XL"
10,15685,"N.Pulóver","bordó",1,"XS"
7,15685,"N.Pulóver","fehér",1,"2XL"
8,15685,"N.Pulóver","fehér",1,"L"
7,15685,"N.Pulóver","fehér",1,"M"
8,15685,"N.Pulóver","fehér",1,"S"
8,15685,"N.Pulóver","fehér",1,"XL"
8,15685,"N.Pulóver","fehér",1,"XS"
10,15685,"N.Pulóver","s.kék",1,"2XL"
10,15685,"N.Pulóver","s.kék",1,"L"
10,15685,"N.Pulóver","s.kék",1,"M"
10,15685,"N.Pulóver","s.kék",1,"S"
10,15685,"N.Pulóver","s.kék",1,"XL"
10,15685,"N.Pulóver","s.kék",1,"XS"
4,15685,"N.Pulóver","szürke",1,"2XL"
5,15685,"N.Pulóver","szürke",1,"L"
5,15685,"N.Pulóver","szürke",1,"M"
5,15685,"N.Pulóver","szürke",1,"S"
5,15685,"N.Pulóver","szürke",1,"XL"
5,15685,"N.Pulóver","szürke",1,"XS"
5,15685,"N.Pulóver","zöld",1,"2XL"
5,15685,"N.Pulóver","zöld",1,"L"
5,15685,"N.Pulóver","zöld",1,"M"
5,15685,"N.Pulóver","zöld",1,"S"
4,15685,"N.Pulóver","zöld",1,"XL"
5,15685,"N.Pulóver","zöld",1,"XS"
1,15685,"Pulóver","bordó",2,"2XL"
1,15685,"Pulóver","ecrü",2,"2XL"
1,15685,"Pulóver","ecrü",2,"M"
6,15693,"N.Pulóver","fehér",1,"XS"
6,15693,"N.Pulóver","kék",1,"2XL"
4,15693,"N.Pulóver","kék",1,"XL"
5,15693,"N.Pulóver","kék",1,"XS"
1,15693,"N.Pulóver","piros",1,"2XL"
4,15693,"N.Pulóver","piros",1,"L"
6,15693,"N.Pulóver","piros",1,"M"
7,15693,"N.Pulóver","piros",1,"S"
13,15693,"N.Pulóver","piros",1,"XL"
6,15693,"N.Pulóver","piros",1,"XS"
9,15693,"N.Pulóver","s.kék",1,"2XL"
3,15693,"N.Pulóver","s.kék",1,"3XL"
17,15693,"N.Pulóver","s.kék",1,"L"
18,15693,"N.Pulóver","s.kék",1,"M"
16,15693,"N.Pulóver","s.kék",1,"S"
13,15693,"N.Pulóver","s.kék",1,"XL"
7,15693,"N.Pulóver","s.kék",1,"XS"
5,15693,"N.Pulóver","szürke",1,"L"
7,15693,"N.Pulóver","szürke",1,"M"
7,15693,"N.Pulóver","szürke",1,"S"
7,15693,"N.Pulóver","szürke",1,"XL"
1,15693,"N.Pulóver","türkiz",1,"L"
1,15693,"N.Pulóver","türkiz",1,"M"
1,15693,"N.Pulóver","türkiz",1,"S"
1,15693,"N.Pulóver","türkiz",1,"XS"
1,15693,"Pulóver","v.kék",1,"M"
5,15694,"N.Pulóver","barna",1,"2XL"
4,15694,"N.Pulóver","barna",1,"L"
5,15694,"N.Pulóver","barna",1,"M"
5,15694,"N.Pulóver","barna",1,"S"
5,15694,"N.Pulóver","barna",1,"XL"
5,15694,"N.Pulóver","barna",1,"XS"
1,15694,"N.Pulóver","ecrü",1,"2XL"
2,15694,"N.Pulóver","ecrü",1,"L"
1,15694,"N.Pulóver","ecrü",1,"XL"
8,15694,"N.Pulóver","fehér",1,"2XL"
4,15694,"N.Pulóver","fehér",1,"L"
4,15694,"N.Pulóver","fehér",1,"XL"
8,15694,"N.Pulóver","fehér",1,"XS"
4,15694,"N.Pulóver","s.kék",1,"2XL"
5,15694,"N.Pulóver","s.kék",1,"3XL"
5,15694,"N.Pulóver","s.kék",1,"L"
5,15694,"N.Pulóver","s.kék",1,"M"
4,15694,"N.Pulóver","s.kék",1,"S"
8,15694,"N.Pulóver","s.kék",1,"XL"
5,15694,"N.Pulóver","s.kék",1,"XS"
10,15694,"N.Pulóver","szürke",1,"2XL"
10,15694,"N.Pulóver","szürke",1,"L"
10,15694,"N.Pulóver","szürke",1,"XL"
10,15694,"N.Pulóver","zöld",1,"M"
5,15694,"N.Pulóver","zöld",1,"S"
5,15694,"N.Pulóver","zöld",1,"XL"
5,15694,"N.Pulóver","zöld",1,"XS"
10,15695,"N.Pulóver","bordó",1,"2XL"
10,15695,"N.Pulóver","bordó",1,"L"
9,15695,"N.Pulóver","bordó",1,"M"
9,15695,"N.Pulóver","bordó",1,"S"
10,15695,"N.Pulóver","bordó",1,"XL"
10,15695,"N.Pulóver","bordó",1,"XS"
1,15695,"N.Pulóver","ecrü",1,"L"
1,15695,"N.Pulóver","ecrü",1,"M"
4,15695,"N.Pulóver","ecrü",1,"S"
1,15695,"N.Pulóver","ecrü",1,"XS"
1,15695,"N.Pulóver","fehér/szürke/fekete/lila",1,"2XL"
1,15695,"N.Pulóver","fehér/szürke/fekete/lila",1,"S"
9,15695,"N.Pulóver","fehér",1,"2XL"
9,15695,"N.Pulóver","fehér",1,"3XL"
4,15695,"N.Pulóver","fehér",1,"L"
4,15695,"N.Pulóver","fehér",1,"M"
4,15695,"N.Pulóver","fehér",1,"XL"
5,15695,"N.Pulóver","fehér",1,"XS"
4,15695,"N.Pulóver","narancs",1,"L"
5,15695,"N.Pulóver","narancs",1,"M"
5,15695,"N.Pulóver","narancs",1,"S"
5,15695,"N.Pulóver","narancs",1,"XL"
5,15695,"N.Pulóver","narancs",1,"XS"
5,15695,"N.Pulóver","piros",1,"2XL"
5,15695,"N.Pulóver","piros",1,"3XL"
5,15695,"N.Pulóver","piros",1,"L"
5,15695,"N.Pulóver","piros",1,"M"
5,15695,"N.Pulóver","piros",1,"S"
5,15695,"N.Pulóver","piros",1,"XL"
5,15695,"N.Pulóver","piros",1,"XS"
4,15695,"N.Pulóver","s.kék",1,"2XL"
5,15695,"N.Pulóver","s.kék",1,"3XL"
10,15695,"N.Pulóver","s.kék",1,"L"
10,15695,"N.Pulóver","s.kék",1,"M"
9,15695,"N.Pulóver","s.kék",1,"S"
6,15695,"N.Pulóver","s.kék",1,"XL"
5,15695,"N.Pulóver","s.kék",1,"XS"
5,15695,"N.Pulóver","szürke",1,"2XL"
4,15695,"N.Pulóver","szürke",1,"L"
4,15695,"N.Pulóver","szürke",1,"M"
3,15695,"N.Pulóver","szürke",1,"S"
3,15695,"N.Pulóver","szürke",1,"XL"
3,15695,"N.Pulóver","szürke",1,"XS"
5,15695,"N.Pulóver","türkiz",1,"L"
5,15695,"N.Pulóver","türkiz",1,"M"
5,15695,"N.Pulóver","türkiz",1,"S"
5,15695,"N.Pulóver","türkiz",1,"XL"
5,15695,"N.Pulóver","türkiz",1,"XS"
1,15695,"N.Pulóver","v.szürke",1,"XS"
5,15695,"N.Pulóver","zöld",1,"2XL"
5,15695,"N.Pulóver","zöld",1,"L"
5,15695,"N.Pulóver","zöld",1,"M"
5,15695,"N.Pulóver","zöld",1,"S"
5,15695,"N.Pulóver","zöld",1,"XL"
5,15695,"N.Pulóver","zöld",1,"XS"
4,15696,"F.Pulóver","s.barna/narancs",1,"2XL"
4,15696,"F.Pulóver","s.barna/narancs",1,"3XL"
4,15696,"F.Pulóver","s.barna/narancs",1,"L"
4,15696,"F.Pulóver","s.barna/narancs",1,"M"
4,15696,"F.Pulóver","s.barna/narancs",1,"S"
2,15696,"F.Pulóver","s.barna/narancs",1,"XL"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"2XL"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"3XL"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"L"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"M"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"S"
4,15696,"F.Pulóver","v.kék/s.szürke",1,"XL"
4,15696,"F.Pulóver","v.kék/türkiz",1,"2XL"
4,15696,"F.Pulóver","v.kék/türkiz",1,"3XL"
4,15696,"F.Pulóver","v.kék/türkiz",1,"L"
4,15696,"F.Pulóver","v.kék/türkiz",1,"M"
4,15696,"F.Pulóver","v.kék/türkiz",1,"S"
4,15696,"F.Pulóver","v.kék/türkiz",1,"XL"
3,15697,"F.Pulóver","barna/narancs",1,"2XL"
3,15697,"F.Pulóver","barna/narancs",1,"3XL"
3,15697,"F.Pulóver","barna/narancs",1,"L"
3,15697,"F.Pulóver","barna/narancs",1,"M"
3,15697,"F.Pulóver","barna/narancs",1,"S"
3,15697,"F.Pulóver","barna/narancs",1,"XL"
9,15697,"F.Pulóver","kék/szürke",1,"2XL"
8,15697,"F.Pulóver","kék/szürke",1,"3XL"
14,15697,"F.Pulóver","kék/szürke",1,"L"
14,15697,"F.Pulóver","kék/szürke",1,"M"
4,15697,"F.Pulóver","kék/szürke",1,"S"
14,15697,"F.Pulóver","kék/szürke",1,"XL"
5,15697,"F.Pulóver","kék",1,"2XL"
5,15697,"F.Pulóver","kék",1,"L"
5,15697,"F.Pulóver","kék",1,"S"
5,15697,"F.Pulóver","kék",1,"XL"
5,15697,"F.Pulóver","v.kék/szürke",1,"3XL"
5,15697,"F.Pulóver","v.kék/szürke",1,"M"
1,15697,"Pulóver","barna/narancs",1,"2XL"
1,15697,"Pulóver","barna/narancs",1,"3XL"
1,15697,"Pulóver","barna/narancs",1,"M"
1,15697,"Pulóver","barna/narancs",1,"S"
5,15718,"F.Pulóver","v.kék",1,"2XL"
5,15718,"F.Pulóver","v.kék",1,"3XL"
5,15718,"F.Pulóver","v.kék",1,"L"
5,15718,"F.Pulóver","v.kék",1,"M"
5,15718,"F.Pulóver","v.kék",1,"S"
5,15718,"F.Pulóver","v.kék",1,"XL"
3,15720,"Szoknya T.D.","barna",1,"2XL"
3,15720,"Szoknya T.D.","barna",1,"L"
3,15720,"Szoknya T.D.","barna",1,"M"
3,15720,"Szoknya T.D.","barna",1,"S"
3,15720,"Szoknya T.D.","barna",1,"XL"
3,15720,"Szoknya T.D.","kék",1,"2XL"
3,15720,"Szoknya T.D.","kék",1,"L"
2,15720,"Szoknya T.D.","kék",1,"M"
3,15720,"Szoknya T.D.","kék",1,"S"
3,15720,"Szoknya T.D.","kék",1,"XL"
2,15720,"Szoknya T.D.","s.barna",1,"L"
4,15720,"Szoknya T.D.","s.barna",1,"M"
4,15720,"Szoknya T.D.","s.barna",1,"S"
1,15720,"Szoknya T.D.","s.barna",1,"XL"
2,15720,"Szoknya T.D.","s.kék",1,"L"
2,15720,"Szoknya T.D.","s.kék",1,"M"
2,15720,"Szoknya T.D.","s.kék",1,"S"
2,15720,"Szoknya T.D.","s.kék",1,"XL"
3,15721,"Garbó T.D.","s.barna/v.barna",1,"2XL"
5,15721,"Garbó T.D.","s.barna/v.barna",1,"L"
5,15721,"Garbó T.D.","s.barna/v.barna",1,"M"
5,15721,"Garbó T.D.","s.barna/v.barna",1,"S"
4,15721,"Garbó T.D.","s.barna/v.barna",1,"XL"
2,15721,"Garbó T.D.","s.kék/v.szürke",1,"2XL"
4,15721,"Garbó T.D.","s.kék/v.szürke",1,"L"
5,15721,"Garbó T.D.","s.kék/v.szürke",1,"M"
5,15721,"Garbó T.D.","s.kék/v.szürke",1,"S"
4,15721,"Garbó T.D.","s.kék/v.szürke",1,"XL"
3,15723,"Ruha T.D.","barna",1,"2XL"
3,15723,"Ruha T.D.","barna",1,"L"
3,15723,"Ruha T.D.","barna",1,"M"
3,15723,"Ruha T.D.","barna",1,"S"
3,15723,"Ruha T.D.","barna",1,"XL"
3,15723,"Ruha T.D.","k.kék",1,"2XL"
5,15723,"Ruha T.D.","k.kék",1,"L"
5,15723,"Ruha T.D.","k.kék",1,"M"
5,15723,"Ruha T.D.","k.kék",1,"S"
5,15723,"Ruha T.D.","k.kék",1,"XL"
2,15723,"Ruha T.D.","v.barna",1,"L"
2,15723,"Ruha T.D.","v.barna",1,"M"
2,15723,"Ruha T.D.","v.barna",1,"S"
2,15723,"Ruha T.D.","v.barna",1,"XL"
12,15763,"F.Pulóver","v.kék",1,"2XL"
4,15763,"F.Pulóver","v.kék",1,"L"
4,15763,"F.Pulóver","v.kék",1,"M"
12,15763,"F.Pulóver","v.kék",1,"XL"
2,15764,"F.Pulóver","kék/piros",1,"2XL"
4,15764,"F.Pulóver","kék/piros",1,"3XL"
5,15764,"F.Pulóver","kék/piros",1,"L"
5,15764,"F.Pulóver","kék/piros",1,"M"
2,15764,"F.Pulóver","kék/piros",1,"XL"
1,15764,"Pulóver","fekete/kék/piros",1,"XL"
40,15797,"F.Pulóver","barna/bordó",1,"2XL"
40,15797,"F.Pulóver","barna/bordó",1,"3XL"
39,15797,"F.Pulóver","barna/bordó",1,"L"
40,15797,"F.Pulóver","barna/bordó",1,"M"
40,15797,"F.Pulóver","barna/bordó",1,"XL"
10,15797,"F.Pulóver","szürke-fehér",1,"3XL"
10,15797,"F.Pulóver","szürke-fehér",1,"XL"
2,15989,"Pulóver","bordó",1,"M"
2,19005,"Gy.kardigán","szürke",2,10
1,19005,"Gy.kardigán","szürke",2,4
2,19005,"Gy.kardigán","szürke",2,6
2,19005,"Gy.kardigán","szürke",2,8
1,19018,"Pulóver","fekete/szürke",1,"M"
1,19028,"Szoknya","kék/fehér",1,"M"
5,19028,"Szoknya","kék/fehér",1,"S"
3,19028,"Szoknya","kék/fehér",1,"XS"
1,19028,"Szoknya","piros/fehér",1,"S"
1,19028,"Szoknya","piros/fehér",1,"XL"
3,19030,"Top","kék/fehér",1,"S"
4,19030,"Top","kék/fehér",1,"XS"
2,19030,"Top","piros/fehér",1,"L"
4,19030,"Top","piros/fehér",1,"M"
3,19030,"Top","piros/fehér",1,"S"
1,19030,"Top","piros/fehér",1,"XL"
2,19030,"Top","piros/fehér",1,"XS"
1,19031,"Szoknya","piros",1,"M"
2,19031,"Szoknya","piros",1,"S"
34,47000,"Gyerek","vegyes",1,"egy méret"
1,47012,"Gy.Top","bordó",1,"egy méret"
1,47012,"Gy.Top","fehér",1,"egy méret"
1,47018,"Sapka","sárga",1,"egy méret"
1,47028,"N.Blúz","piros/kék",1,"egy méret"
1,47029,"Lányka szoknya","piros",1,"egy méret"
1,47030,"zsebkendő tartó","v.kék",1,"egy méret"
11,47038,"Top+szoknya","bordó,sárga,kék",1,"egy méret"
340,47039,"Partedli","s.kék",1,"egy méret"
4,47056,"Póló","barna",1,"S"
5,47059,"Szoknya","bordó,fekete,kék",1,"egy méret"
2,47082,"Top","kék",1,"L"
1,47082,"Top","kék",1,"XL"
4,47082,"Top","piros",1,"L"
3,47082,"Top","piros",1,"M"
5,47082,"Top","piros",1,"XL"
1,70511,"Kabát Z.K.","s.kék",1,"S"
1,70565,"Ruha Z.K.","s.kék",1,"XS"
2,73305,"Ruha Z.K.","kék",1,"XS"
1,73305,"Ruha Z.K.","kék",2,"M"
1,73305,"Ruha Z.K.","szürke",1,"M"
2,73312,"Kabátka Z.K.","kék",1,"XS"
4,73312,"Kabátka Z.K.","szürke",1,"M"
5,73312,"Kabátka Z.K.","szürke",1,"S"
5,73312,"Kabátka Z.K.","szürke",1,"XS"
1,73312,"Kabátka Z.K.","szürke",2,"XL"
1,74248,"Pulóver","fehér",1,"3XL"
2,74248,"Pulóver","fehér",1,"L"
3,74248,"Pulóver","fehér",1,"S"
1,74555,"Szoknya","fehér",1,"M"
3,74555,"Szoknya","fehér",1,"S"
3,74555,"Szoknya","fehér",1,"XL"
2,74712,"Kabátka Z.K.","fehér",1,"L"
